Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Balance
2023-07-13 00:00:00-04:00,15457.75,15741.25,15456.5,15711.5,563935,0.0,0.0,0.017271241036598273,107936.45
2023-07-14 00:00:00-04:00,15699.0,15857.25,15663.0,15694.25,629943,0.0,0.0,-0.001097921904337551,107817.95
2023-07-17 00:00:00-04:00,15690.0,15882.75,15661.5,15840.75,522129,0.0,0.0,0.009334628924606125,108824.39
2023-07-18 00:00:00-04:00,15832.0,16029.75,15733.0,15974.75,633272,0.0,0.0,0.008459195429509236,109744.95
2023-07-19 00:00:00-04:00,15949.25,16062.75,15911.25,15959.25,682279,0.0,0.0,-0.0009702812250582671,109638.47
2023-07-20 00:00:00-04:00,15922.75,15925.75,15547.0,15592.25,810475,0.0,0.0,-0.022996068110970103,107117.22
2023-07-21 00:00:00-04:00,15590.75,15719.25,15522.25,15540.0,704413,0.0,0.0,-0.00335102374577112,106758.27
2023-07-24 00:00:00-04:00,15556.0,15618.75,15483.75,15561.25,561877,0.0,0.0,0.0013674388674389526,106904.25
2023-07-25 00:00:00-04:00,15570.0,15736.25,15549.25,15673.0,554880,0.0,0.0,0.007181299702787358,107671.96
2023-07-26 00:00:00-04:00,15730.25,15739.25,15515.0,15610.75,683826,0.0,0.0,-0.003971798634594514,107244.31
2023-07-27 00:00:00-04:00,15638.75,15904.0,15511.25,15571.0,846437,0.0,0.0,-0.002546322245888244,106971.23
2023-07-28 00:00:00-04:00,15580.0,15896.0,15546.25,15847.5,689386,0.0,0.0,0.0177573694688844,108870.76
2023-07-31 00:00:00-04:00,15850.0,15917.0,15791.25,15857.5,523896,0.0,0.0,0.0006310143555765535,108939.46
2023-08-01 00:00:00-04:00,15869.25,15889.25,15728.25,15817.25,529660,0.0,0.0,-0.0025382311209206643,108662.95
2023-08-02 00:00:00-04:00,15757.0,15789.75,15414.0,15473.0,773499,0.0,0.0,-0.02176421312175003,106297.98
2023-08-03 00:00:00-04:00,15455.75,15551.75,15339.5,15438.75,658841,0.0,0.0,-0.0022135332514703343,106062.69
2023-08-04 00:00:00-04:00,15441.0,15610.25,15336.5,15354.0,773229,0.0,0.0,-0.00548943405392277,105480.46
2023-08-07 00:00:00-04:00,15370.5,15495.5,15334.25,15485.5,578299,0.0,0.0,0.008564543441448524,106383.86
2023-08-08 00:00:00-04:00,15495.0,15497.75,15218.0,15354.25,638813,0.0,0.0,-0.008475670788802403,105482.18
2023-08-09 00:00:00-04:00,15351.75,15432.5,15146.5,15178.25,652732,0.0,0.0,-0.011462624354820372,104273.08
2023-08-10 00:00:00-04:00,15202.5,15442.25,15136.0,15201.25,807104,0.0,0.0,0.0015153262069078632,104431.09
2023-08-11 00:00:00-04:00,15219.0,15266.75,15037.25,15095.75,613959,0.0,0.0,-0.006940218732012116,103706.31
2023-08-14 00:00:00-04:00,15104.0,15282.0,15020.75,15270.25,554628,0.0,0.0,0.011559544905022978,104905.11
2023-08-15 00:00:00-04:00,15279.0,15335.0,15074.75,15106.5,593602,0.0,0.0,-0.010723465562122447,103780.16
2023-08-16 00:00:00-04:00,15110.75,15166.0,14921.5,14942.25,641607,0.0,0.0,-0.010872803098004202,102651.78
2023-08-17 00:00:00-04:00,14940.25,15018.25,14738.25,14778.0,681399,0.0,0.0,-0.0109923204336696,101523.4
2023-08-18 00:00:00-04:00,14748.0,14802.75,14609.25,14744.0,731241,0.0,0.0,-0.0023007172824468514,101289.82
2023-08-21 00:00:00-04:00,14762.5,15013.75,14720.5,14985.75,641685,0.0,0.0,0.016396500271296688,102950.62
2023-08-22 00:00:00-04:00,14974.5,15118.25,14932.0,14958.5,623728,0.0,0.0,-0.0018183941411007432,102763.42
2023-08-23 00:00:00-04:00,14959.75,15356.75,14957.25,15195.5,606168,0.0,0.0,0.015843834609085228,104391.58
2023-08-24 00:00:00-04:00,15333.0,15418.0,14817.0,14862.0,847308,0.0,0.0,-0.021947287025764206,102100.47
2023-08-25 00:00:00-04:00,14833.0,15048.75,14751.75,14979.25,823889,0.0,0.0,0.00788924774592914,102905.97
2023-08-28 00:00:00-04:00,14991.0,15126.5,14973.5,15092.5,586342,0.0,0.0,0.0075604586344442115,103683.98
2023-08-29 00:00:00-04:00,15098.75,15430.5,15049.75,15415.75,616223,0.0,0.0,0.021417922809342294,105904.68
2023-08-30 00:00:00-04:00,15427.5,15522.75,15361.5,15501.25,590194,0.0,0.0,0.005546275724502614,106492.06
2023-08-31 00:00:00-04:00,15513.75,15606.75,15460.0,15538.5,584743,0.0,0.0,0.0024030320135473016,106747.96
2023-09-01 00:00:00-04:00,15534.0,15661.25,15454.0,15516.25,572689,0.0,0.0,-0.0014319271486952223,106595.11
2023-09-05 00:00:00-04:00,15517.0,15586.75,15418.25,15534.5,604891,0.0,0.0,0.0011761862563441916,106720.48
2023-09-06 00:00:00-04:00,15511.25,15533.0,15310.5,15399.5,596503,0.0,0.0,-0.008690334416942891,105793.04
2023-09-07 00:00:00-04:00,15385.0,15395.75,15157.5,15282.25,644887,0.0,0.0,-0.00761388356764825,104987.55
2023-09-08 00:00:00-04:00,15286.25,15390.75,15223.0,15297.5,598477,0.0,0.0,0.0009978897086488914,105092.31
2023-09-11 00:00:00-04:00,15308.0,15497.5,15298.0,15475.75,411385,0.0,0.0,0.011652230756659554,106316.87
2023-09-12 00:00:00-04:00,15466.5,15480.75,15288.75,15304.75,253049,0.0,0.0,-0.011049545256288096,105142.12
2023-09-13 00:00:00-04:00,15308.5,15424.25,15212.75,15356.25,190166,0.0,0.0,0.0033649683921659346,105495.92
2023-09-14 00:00:00-04:00,15372.75,15517.75,15337.25,15478.0,110435,0.0,0.0,0.00792836792836793,106332.33
2023-09-15 00:00:00-04:00,15480.25,15524.0,15401.25,15435.2001953125,708762,0.0,0.0,-0.002765202525358612,106038.3
2023-09-18 00:00:00-04:00,15382.25,15461.0,15330.5,15414.5,509746,0.0,0.0,-0.0013411031311914012,105896.09
2023-09-19 00:00:00-04:00,15424.25,15442.25,15248.5,15375.25,552065,0.0,0.0,-0.002546303804859096,105626.45
2023-09-20 00:00:00-04:00,15375.25,15436.25,15127.0,15152.0,605256,0.0,0.0,-0.014520089104242184,104092.74
2023-09-21 00:00:00-04:00,15133.25,15149.0,14841.0,14862.75,702742,0.0,0.0,-0.01908988912354803,102105.62
2023-09-22 00:00:00-04:00,14854.5,15027.5,14836.25,14869.5,624056,0.0,0.0,0.0004541555230357375,102152.0
2023-09-25 00:00:00-04:00,14880.25,14955.75,14782.25,14935.25,568859,0.0,0.0,0.0044218030196039315,102603.69
2023-09-26 00:00:00-04:00,14949.0,14949.0,14666.25,14715.0,667617,0.0,0.0,-0.014746991178587576,101090.6
2023-09-27 00:00:00-04:00,14725.25,14821.5,14586.0,14739.0,716200,0.0,0.0,0.0016309887869521145,101255.47
2023-09-28 00:00:00-04:00,14772.5,14947.5,14658.0,14859.75,734472,0.0,0.0,0.008192550376552088,102085.02
2023-09-29 00:00:00-04:00,14876.5,15060.75,14811.0,14866.5,745541,0.0,0.0,0.0004542472114268392,102131.39
2023-10-02 00:00:00-04:00,14965.0,15046.0,14826.0,14984.75,762896,0.0,0.0,0.007954125046244931,102943.75
2023-10-03 00:00:00-04:00,14989.5,15031.0,14651.5,14714.5,762964,0.0,0.0,-0.018035002252289822,101087.16
2023-10-04 00:00:00-04:00,14713.75,14956.0,14589.0,14923.75,803257,0.0,0.0,0.014220666689320094,102524.69
2023-10-05 00:00:00-04:00,14903.0,14958.75,14716.25,14861.75,676461,0.0,0.0,-0.004154451796632874,102098.75
2023-10-06 00:00:00-04:00,14853.75,15160.25,14660.0,15112.0,840602,0.0,0.0,0.016838528437095324,103817.95
2023-10-09 00:00:00-04:00,15040.25,15212.75,14949.5,15187.0,617072,0.0,0.0,0.004962943356273231,104333.19
2023-10-10 00:00:00-04:00,15196.5,15383.5,15171.75,15270.75,648613,0.0,0.0,0.005514584842299275,104908.54
2023-10-11 00:00:00-04:00,15282.25,15416.75,15253.0,15380.0,614965,0.0,0.0,0.007154200022919666,105659.08
2023-10-12 00:00:00-04:00,15407.5,15468.75,15216.25,15315.0,747494,0.0,0.0,-0.004226267880364065,105212.54
2023-10-13 00:00:00-04:00,15324.0,15366.75,15062.25,15120.25,777005,0.0,0.0,-0.012716291217760411,103874.62
2023-10-16 00:00:00-04:00,15120.0,15336.75,15083.0,15289.5,641294,0.0,0.0,0.011193597989451298,105037.36
2023-10-17 00:00:00-04:00,15305.75,15309.25,15050.25,15240.75,781599,0.0,0.0,-0.003188462670460135,104702.45
2023-10-18 00:00:00-04:00,15236.5,15238.25,14979.25,15025.25,853599,0.0,0.0,-0.014139724094942796,103221.98
2023-10-19 00:00:00-04:00,15045.0,15138.25,14839.5,14890.0,1019700,0.0,0.0,-0.00900151411790151,102292.83
2023-10-20 00:00:00-04:00,14850.0,14887.5,14645.0,14664.0,846675,0.0,0.0,-0.015177971793149725,100740.23
2023-10-23 00:00:00-04:00,14680.0,14853.75,14514.25,14712.0,765733,0.0,0.0,0.003273322422258529,101069.99
2023-10-24 00:00:00-04:00,14744.0,14948.75,14706.0,14846.5,703058,0.0,0.0,0.00914219684611206,101993.99
2023-10-25 00:00:00-04:00,14828.0,14855.0,14444.0,14478.25,820677,0.0,0.0,-0.02480382581753271,99464.15
2023-10-26 00:00:00-04:00,14425.0,14459.0,14140.25,14194.0,987597,0.0,0.0,-0.019632897622295475,97511.38
2023-10-27 00:00:00-04:00,14248.25,14407.75,14209.75,14265.25,782097,0.0,0.0,0.00501972664506134,98000.86
2023-10-30 00:00:00-04:00,14336.0,14476.5,14303.0,14416.5,704860,0.0,0.0,0.010602688351062817,99039.93
2023-10-31 00:00:00-04:00,14410.5,14503.75,14311.25,14490.25,712605,0.0,0.0,0.005115666077064374,99546.59
2023-11-01 00:00:00-04:00,14460.0,14762.0,14410.75,14744.5,741817,0.0,0.0,0.01754628112006351,101293.26
2023-11-02 00:00:00-04:00,14761.25,15017.25,14760.0,14998.0,652481,0.0,0.0,0.017192851571772527,103034.78
2023-11-03 00:00:00-04:00,14928.0,15228.5,14925.5,15178.75,633835,0.0,0.0,0.012051606880917554,104276.51
2023-11-06 00:00:00-05:00,15187.0,15257.5,15138.0,15232.5,496129,0.0,0.0,0.0035411348101788143,104645.77
2023-11-07 00:00:00-05:00,15215.0,15412.25,15176.0,15374.25,585124,0.0,0.0,0.009305760709010347,105619.58
2023-11-08 00:00:00-05:00,15373.0,15417.5,15286.75,15386.5,547842,0.0,0.0,0.000796786835130181,105703.74
2023-11-09 00:00:00-05:00,15356.25,15453.75,15236.75,15256.0,710427,0.0,0.0,-0.008481461021024872,104807.21
2023-11-10 00:00:00-05:00,15254.75,15612.75,15207.25,15596.25,679633,0.0,0.0,0.022302700576822154,107144.7
2023-11-13 00:00:00-05:00,15586.25,15601.25,15465.25,15547.0,532937,0.0,0.0,-0.0031578103710827587,106806.35
2023-11-14 00:00:00-05:00,15558.0,15918.75,15552.0,15879.75,656099,0.0,0.0,0.021402842992217064,109092.31
2023-11-15 00:00:00-05:00,15895.0,16049.5,15832.25,15889.25,685072,0.0,0.0,0.0005982461940521322,109157.58
2023-11-16 00:00:00-05:00,15846.75,15906.75,15796.75,15897.5,634456,0.0,0.0,0.0005192189687996951,109214.26
2023-11-17 00:00:00-05:00,15897.75,15940.0,15825.0,15895.75,562424,0.0,0.0,-0.00011008020128955298,109202.23
2023-11-20 00:00:00-05:00,15895.0,16116.75,15837.25,16086.5,559493,0.0,0.0,0.012000062909897302,110512.67
2023-11-21 00:00:00-05:00,16087.5,16122.5,15912.0,15990.25,575452,0.0,0.0,-0.005983277903832351,109851.44
2023-11-22 00:00:00-05:00,15967.25,16173.5,15942.75,16049.25,624552,0.0,0.0,0.0036897484404558867,110256.76
2023-11-23 00:00:00-05:00,16036.75,16086.5,16034.5,16062.5,624552,0.0,0.0,0.0008255837500195096,110347.79
2023-11-24 00:00:00-05:00,16036.75,16086.5,15981.75,16021.0,296604,0.0,0.0,-0.002583657587548638,110062.69
2023-11-27 00:00:00-05:00,16008.0,16089.25,15938.75,16008.75,502555,0.0,0.0,-0.0007646214343673963,109978.53
2023-11-28 00:00:00-05:00,16005.25,16071.5,15945.25,16048.0,598224,0.0,0.0,0.002451784180526273,110248.18
2023-11-29 00:00:00-05:00,16055.5,16208.5,16013.5,16023.75,634326,0.0,0.0,-0.0015110917248255529,110081.58
2023-11-30 00:00:00-05:00,16040.25,16098.5,15856.0,15985.5,694118,0.0,0.0,-0.0023870816756377256,109818.81
2023-12-01 00:00:00-05:00,15955.0,16050.0,15864.0,16023.75,621710,0.0,0.0,0.002392793469081278,110081.58
2023-12-04 00:00:00-05:00,16022.0,16026.0,15721.25,15869.0,721019,0.0,0.0,-0.009657539589671527,109018.46
2023-12-05 00:00:00-05:00,15863.25,15961.0,15761.25,15908.75,683586,0.0,0.0,0.002504883735584995,109291.54
2023-12-06 00:00:00-05:00,15897.0,16037.75,15802.0,15815.25,675482,0.0,0.0,-0.0058772687986171634,108649.21
2023-12-07 00:00:00-05:00,15814.5,16066.0,15791.0,16038.75,632326,0.0,0.0,0.014131929624887407,110184.63
2023-12-08 00:00:00-05:00,16017.5,16118.75,15888.25,16098.25,588926,0.0,0.0,0.0037097654118931622,110593.39
2023-12-11 00:00:00-05:00,16093.0,16248.0,16045.5,16237.0,394184,0.0,0.0,0.00861894926467155,111546.59
2023-12-12 00:00:00-05:00,16240.0,16389.5,16185.25,16362.75,253666,0.0,0.0,0.0077446572642729805,112410.48
2023-12-13 00:00:00-05:00,16383.0,16593.0,16365.5,16563.75,155141,0.0,0.0,0.012283998716597244,113791.33
2023-12-14 00:00:00-05:00,16561.5,16674.5,16418.75,16541.5,131883,0.0,0.0,-0.0013432948456719718,113638.47
2023-12-15 00:00:00-05:00,16532.5,16612.5,16521.5,16530.23046875,668578,0.0,0.0,-0.000681288350512399,113561.05
2023-12-18 00:00:00-05:00,16820.25,16974.0,16802.25,16939.75,463438,0.0,0.0,0.024773975899742506,116374.41
2023-12-19 00:00:00-05:00,16917.0,17029.5,16910.75,17023.0,496518,0.0,0.0,0.004914476305730497,116946.33
2023-12-20 00:00:00-05:00,17024.0,17073.5,16758.5,16766.25,654329,0.0,0.0,-0.015082535393291407,115182.48
2023-12-21 00:00:00-05:00,16790.25,16970.25,16790.25,16956.5,639818,0.0,0.0,0.0113472004771491,116489.48
2023-12-22 00:00:00-05:00,16956.0,17041.5,16891.5,16980.0,486853,0.0,0.0,0.0013858992126913883,116650.92
2023-12-26 00:00:00-05:00,16964.5,17111.25,16964.5,17083.5,292090,0.0,0.0,0.006095406360423938,117361.96
2023-12-27 00:00:00-05:00,17090.25,17133.0,17055.5,17113.25,424302,0.0,0.0,0.001741446424913029,117566.34
2023-12-28 00:00:00-05:00,17127.0,17165.25,17077.75,17090.5,357702,0.0,0.0,-0.001329379282135168,117410.05
2023-12-29 00:00:00-05:00,17090.25,17131.0,16938.25,17023.5,470864,0.0,0.0,-0.003920306603083623,116949.76
2024-01-02 00:00:00-05:00,17019.0,17038.5,16622.5,16720.0,652714,0.0,0.0,-0.017828296178811653,114864.75
2024-01-03 00:00:00-05:00,16736.75,16737.25,16522.0,16538.0,677219,0.0,0.0,-0.010885167464114831,113614.43
2024-01-04 00:00:00-05:00,16545.25,16587.25,16436.0,16445.0,559464,0.0,0.0,-0.005623412746402212,112975.53
2024-01-05 00:00:00-05:00,16455.0,16577.25,16334.25,16460.25,627475,0.0,0.0,0.0009273335360291401,113080.29
2024-01-08 00:00:00-05:00,16470.0,16811.25,16378.25,16803.75,549900,0.0,0.0,0.020868455825397536,115440.1
2024-01-09 00:00:00-05:00,16788.0,16868.5,16657.75,16830.25,605921,0.0,0.0,0.0015770289369931856,115622.16
2024-01-10 00:00:00-05:00,16829.5,16983.0,16801.5,16945.25,550703,0.0,0.0,0.006832934745473196,116412.19
2024-01-11 00:00:00-05:00,16955.0,17057.0,16753.0,16966.25,756441,0.0,0.0,0.0012392853454508135,116556.46
2024-01-12 00:00:00-05:00,16957.75,17042.5,16866.5,16969.25,593445,0.0,0.0,0.00017682163117949123,116577.07
2024-01-16 00:00:00-05:00,16961.75,17033.75,16811.75,16966.5,816021,0.0,0.0,-0.0001620578399162964,116558.18
2024-01-17 00:00:00-05:00,16978.0,16982.0,16689.25,16869.75,722784,0.0,0.0,-0.005702413579701138,115893.52
2024-01-18 00:00:00-05:00,16854.5,17125.75,16834.25,17110.0,852229,0.0,0.0,0.014241467715881972,117544.01
2024-01-19 00:00:00-05:00,17116.0,17471.25,17107.25,17438.5,758132,0.0,0.0,0.019199298655756758,119800.77
2024-01-22 00:00:00-05:00,17466.0,17585.0,17434.0,17458.5,637245,0.0,0.0,0.0011468876336839795,119938.17
2024-01-23 00:00:00-05:00,17461.0,17558.25,17409.5,17531.25,508078,0.0,0.0,0.0041670246584757376,120437.96
2024-01-24 00:00:00-05:00,17554.0,17793.5,17552.25,17621.0,721605,0.0,0.0,0.0051194295900178766,121054.53
2024-01-25 00:00:00-05:00,17614.75,17752.0,17542.0,17634.5,710822,0.0,0.0,0.0007661313205833409,121147.27
2024-01-26 00:00:00-05:00,17571.25,17632.0,17466.0,17527.0,631481,0.0,0.0,-0.006096004990218007,120408.76
2024-01-29 00:00:00-05:00,17502.0,17716.25,17457.5,17706.0,568739,0.0,0.0,0.010212814514748647,121638.47
2024-01-30 00:00:00-05:00,17711.75,17735.75,17467.0,17588.5,554146,0.0,0.0,-0.006636168530441688,120831.26
2024-01-31 00:00:00-05:00,17415.5,17484.0,17221.5,17242.25,816119,0.0,0.0,-0.01968615856951983,118452.55
2024-02-01 00:00:00-05:00,17273.25,17646.75,17262.75,17436.75,705238,0.0,0.0,0.011280430338267866,119788.75
2024-02-02 00:00:00-05:00,17588.0,17775.5,17465.5,17732.75,761167,0.0,0.0,0.01697564052934175,121822.24
2024-02-05 00:00:00-05:00,17696.0,17745.5,17554.25,17700.0,621645,0.0,0.0,-0.0018468652634250349,121597.25
2024-02-06 00:00:00-05:00,17698.5,17769.0,17560.75,17660.0,623168,0.0,0.0,-0.002259887005649719,121322.46
2024-02-07 00:00:00-05:00,17645.75,17875.5,17629.75,17841.75,613340,0.0,0.0,0.010291619479048775,122571.06
2024-02-08 00:00:00-05:00,17856.25,17896.5,17792.25,17868.25,471370,0.0,0.0,0.001485280311628534,122753.11
2024-02-09 00:00:00-05:00,17854.25,18071.0,17852.25,18039.25,499282,0.0,0.0,0.009570047430498274,123927.87
2024-02-12 00:00:00-05:00,18040.0,18121.5,17911.25,17965.0,538132,0.0,0.0,-0.004116024779300731,123417.78
2024-02-13 00:00:00-05:00,17928.5,17963.25,17542.0,17676.75,858230,0.0,0.0,-0.016045087670470304,121437.53
2024-02-14 00:00:00-05:00,17703.0,17887.0,17669.25,17881.0,688088,0.0,0.0,0.011554725840440039,122840.7
2024-02-15 00:00:00-05:00,17870.0,17968.25,17780.5,17912.75,657768,0.0,0.0,0.001775627761310794,123058.82
2024-02-16 00:00:00-05:00,17952.0,18026.0,17715.0,17744.0,744628,0.0,0.0,-0.009420664052141592,121899.53
2024-02-20 00:00:00-05:00,17729.25,17807.5,17452.5,17607.25,889292,0.0,0.0,-0.007706830477907989,120960.07
2024-02-21 00:00:00-05:00,17573.0,17723.0,17372.75,17536.75,731450,0.0,0.0,-0.004004032429822946,120475.74
2024-02-22 00:00:00-05:00,17702.5,18087.0,17676.0,18047.5,759232,0.0,0.0,0.029124552724991704,123984.54
2024-02-23 00:00:00-05:00,18023.25,18144.75,17946.0,17991.0,659725,0.0,0.0,-0.003130627510735562,123596.39
2024-02-26 00:00:00-05:00,17961.5,18059.5,17922.0,17977.0,526169,0.0,0.0,-0.0007781668612083514,123500.21
2024-02-27 00:00:00-05:00,17951.0,18040.25,17908.75,18021.0,567818,0.0,0.0,0.0024475718974243943,123802.49
2024-02-28 00:00:00-05:00,18017.5,18019.75,17846.25,17915.25,553731,0.0,0.0,-0.005868153820542732,123076.0
2024-02-29 00:00:00-05:00,17870.0,18109.5,17826.0,18082.75,680147,0.0,0.0,0.009349576478140165,124226.71
2024-03-01 00:00:00-05:00,18075.0,18372.75,18029.5,18338.25,639153,0.0,0.0,0.014129488048001626,125981.97
2024-03-04 00:00:00-05:00,18336.0,18377.75,18234.25,18262.0,569342,0.0,0.0,-0.004157975815576753,125458.14
2024-03-05 00:00:00-05:00,18246.0,18252.0,17832.5,17930.25,803857,0.0,0.0,-0.01816613733435546,123179.05
2024-03-06 00:00:00-05:00,17981.0,18174.25,17942.5,18044.25,806131,0.0,0.0,0.006357970468900298,123962.22
2024-03-07 00:00:00-05:00,18041.0,18360.0,17915.75,18316.25,758499,0.0,0.0,0.015074054061543052,125830.83
2024-03-08 00:00:00-05:00,18279.0,18436.5,18012.5,18046.75,1048847,0.0,0.0,-0.014713710502968658,123979.39
2024-03-11 00:00:00-04:00,18056.0,18068.25,17890.5,17971.0,472517,0.0,0.0,-0.004197431670522445,123459.0
2024-03-12 00:00:00-04:00,18010.5,18241.75,17930.0,18227.75,281274,0.0,0.0,0.014286906682989153,125222.84
2024-03-13 00:00:00-04:00,18218.0,18256.5,18033.25,18078.5,179714,0.0,0.0,-0.008188064901043735,124197.51
2024-03-14 00:00:00-04:00,18094.25,18177.75,17915.5,18024.5,110277,0.0,0.0,-0.0029869734767817846,123826.53
2024-03-15 00:00:00-04:00,18006.0,18074.75,17831.75,17854.75,705711,0.0,0.0,-0.009417736969125401,122660.37
2024-03-18 00:00:00-04:00,18073.5,18381.0,18062.25,18231.5,656629,0.0,0.0,0.021100827510886377,125248.6
2024-03-19 00:00:00-04:00,18222.0,18289.25,18053.25,18270.0,660394,0.0,0.0,0.00211172969859863,125513.1
2024-03-20 00:00:00-04:00,18274.0,18545.0,18227.5,18479.75,618809,0.0,0.0,0.011480569239189942,126954.06
2024-03-21 00:00:00-04:00,18539.75,18709.0,18526.75,18561.75,606959,0.0,0.0,0.0044372894654960415,127517.39
2024-03-22 00:00:00-04:00,18580.5,18626.0,18492.0,18574.75,511962,0.0,0.0,0.0007003649979124837,127606.7
2024-03-25 00:00:00-04:00,18567.0,18601.25,18414.75,18513.5,456250,0.0,0.0,-0.0032974871801774164,127185.92
2024-03-26 00:00:00-04:00,18531.25,18619.0,18439.25,18449.0,516507,0.0,0.0,-0.0034839441488643264,126742.81
2024-03-27 00:00:00-04:00,18477.5,18571.75,18378.5,18503.75,605634,0.0,0.0,0.0029676405225216307,127118.94
2024-03-28 00:00:00-04:00,18505.0,18538.75,18447.5,18475.0,515193,0.0,0.0,-0.0015537391069377904,126921.43
2024-04-01 00:00:00-04:00,18503.0,18612.0,18414.5,18497.25,572133,0.0,0.0,0.0012043301759134817,127074.28
2024-04-02 00:00:00-04:00,18497.25,18511.0,18201.5,18330.0,618982,0.0,0.0,-0.009041884604468198,125925.29
2024-04-03 00:00:00-04:00,18345.0,18451.75,18232.5,18373.25,597987,0.0,0.0,0.0023595199127113275,126222.41
2024-04-04 00:00:00-04:00,18388.5,18568.0,18055.25,18076.75,777140,0.0,0.0,-0.016137591335229184,124185.49
2024-04-05 00:00:00-04:00,18086.25,18408.25,18051.5,18300.75,809193,0.0,0.0,0.01239160800475747,125724.35
2024-04-08 00:00:00-04:00,18348.25,18376.0,18237.5,18295.0,524203,0.0,0.0,-0.00031419477343819224,125684.84
2024-04-09 00:00:00-04:00,18314.75,18407.25,18160.75,18359.75,696069,0.0,0.0,0.003539218365673724,126129.67
2024-04-10 00:00:00-04:00,18381.0,18474.25,18053.5,18196.75,880504,0.0,0.0,-0.00887811653208781,125009.88
2024-04-11 00:00:00-04:00,18184.0,18518.75,18088.0,18485.0,728802,0.0,0.0,0.015840740791624786,126990.12
2024-04-12 00:00:00-04:00,18486.25,18507.75,18120.25,18179.25,787334,0.0,0.0,-0.01654043819312956,124889.65
2024-04-15 00:00:00-04:00,18151.0,18350.75,17841.5,17876.25,797316,0.0,0.0,-0.016667354263789735,122808.07
2024-04-16 00:00:00-04:00,17879.0,17988.0,17792.0,17881.25,766364,0.0,0.0,0.00027970072022931447,122842.42
2024-04-17 00:00:00-04:00,17897.0,17968.5,17615.25,17658.5,844749,0.0,0.0,-0.012457182803215616,121312.15
2024-04-18 00:00:00-04:00,17669.75,17770.75,17506.25,17547.25,756158,0.0,0.0,-0.006300082113429806,120547.87
2024-04-19 00:00:00-04:00,17530.75,17553.25,17113.25,17180.75,1023135,0.0,0.0,-0.020886463690891754,118030.06
2024-04-22 00:00:00-04:00,17228.25,17448.0,17148.5,17350.0,646130,0.0,0.0,0.009851141539222619,119192.79
2024-04-23 00:00:00-04:00,17352.25,17666.0,17286.25,17606.75,601826,0.0,0.0,0.014798270893371823,120956.63
2024-04-24 00:00:00-04:00,17682.0,17795.5,17481.75,17664.5,667402,0.0,0.0,0.0032799920485040435,121353.37
